Station Name,District,Longitude,Unnamed: 4,Unnamed: 5,Latitude ,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,Unnamed: 68,Unnamed: 69
DEGANA,NAGAUR,"260 54"" N",26.0,54.0,"740 20"" E",74.0,20.0,26.6,74.22222222222223,301.0,309.0,605.0,243.0,417.0,262.0,258.0,469.0,327.0,523.0,194.0,347.0,336.0,274.5,495.0,775.0,844.0,465.0,357.0,424.0,516.0,350.0,358.0,276.0,396.7,119.0,216.0,202.0,281.0,630.0,378.0,653.1,272.5,457.3,417.0,733.4,582.0,1652.0,402.0,746.0,193.0,519.0,413.0,234.0,455.0,361.0,,190.0,502.0,174.0,494.0,297.0,208.0,208.0,397.0,361.0,,
DIDWANA,NAGAUR,"270 24"" N",27.0,24.0,"740 35"" E",74.0,35.0,27.266666666666666,74.38888888888889,518.0,463.0,602.0,283.0,386.0,174.0,422.0,358.0,308.0,566.0,98.0,329.0,410.0,169.0,309.0,577.0,692.0,458.0,290.0,140.0,283.0,184.0,163.9,134.0,254.0,221.0,229.0,181.0,138.0,397.2,305.0,198.0,356.0,118.4,577.3,764.0,610.0,916.8,526.7,303.4,156.0,402.0,383.0,312.0,443.0,415.0,,283.0,430.0,190.0,331.0,355.0,283.0,283.0,490.0,410.0,,
JAYAL,NAGAUR,"270 13"" N",27.0,13.0,"740 12"" E",74.0,12.0,27.144444444444446,74.13333333333334,523.0,447.0,469.0,228.0,376.0,345.0,348.0,331.0,287.0,399.0,96.6,391.0,337.0,98.0,440.0,695.0,678.0,529.0,291.0,325.0,315.0,246.5,330.5,198.0,475.2,117.0,218.7,268.0,175.0,593.8,304.0,501.0,324.0,242.1,361.9,491.0,424.0,1237.0,492.0,286.0,96.0,432.0,384.0,255.0,486.0,418.0,,330.0,417.0,69.0,481.0,337.0,178.0,178.0,413.0,476.0,,
LADNU,NAGAUR,"270 38"" N",27.0,38.0,"740 23"" E",74.0,23.0,27.42222222222222,74.25555555555556,568.0,480.0,488.0,221.0,338.0,233.0,359.0,459.0,295.0,420.0,77.0,318.0,336.0,211.0,415.0,631.3,646.0,509.0,382.0,387.1,528.6,336.4,326.1,334.8,462.0,217.3,341.0,253.0,226.0,557.0,424.0,334.5,377.0,142.3,523.0,815.8,437.0,860.2,410.5,498.0,135.0,370.0,625.0,215.0,252.0,500.0,,161.0,464.0,209.0,276.0,287.0,338.0,338.0,539.0,567.0,,
MERTA CITY,NAGAUR,"260 38"" N",26.0,38.0,"740 02"" E",74.0,2.0,26.42222222222222,74.02222222222223,465.0,389.0,548.0,145.0,428.0,397.0,226.0,355.0,396.0,349.0,157.0,292.0,256.0,374.0,313.0,452.0,586.0,588.0,770.0,238.0,456.0,378.5,414.0,214.0,326.0,123.5,194.0,263.0,364.0,561.0,280.0,251.0,284.5,713.0,306.0,453.6,679.4,928.0,231.7,266.3,165.0,384.0,447.0,137.0,262.0,412.0,,250.0,441.0,179.0,685.0,498.0,338.0,338.0,412.0,369.0,,
NAGAUR,NAGAUR,"270 12"" N",27.0,12.0,"740 45"" E",74.0,45.0,27.133333333333333,74.5,409.0,230.0,431.3,110.0,443.0,444.0,214.0,495.0,273.0,532.0,111.0,305.0,361.0,248.0,485.5,799.0,914.0,515.0,255.2,323.0,443.0,275.0,463.6,270.0,351.0,206.0,179.5,304.0,179.0,617.0,511.0,320.0,227.7,276.2,450.0,482.8,559.1,1259.0,298.8,661.5,331.0,466.0,578.0,182.0,284.0,352.0,,235.0,586.0,140.0,326.0,297.0,135.0,135.0,453.0,272.0,,
NAWA,NAGAUR,"270 01"" N",27.0,1.0,"750 00"" E",75.0,0.0,27.011111111111113,75.0,558.0,457.0,477.0,197.0,554.0,270.0,209.0,421.0,345.0,420.0,212.0,443.0,243.0,301.0,477.0,510.0,779.0,519.0,485.0,408.5,539.0,362.0,424.2,257.0,324.0,221.0,372.0,286.0,188.8,864.0,457.2,488.2,474.2,284.3,430.8,964.9,623.5,1098.0,763.6,255.0,177.0,996.0,549.0,234.0,783.0,516.0,,245.0,551.0,196.0,649.0,524.0,212.0,212.0,516.0,416.0,,
PARBATSAR,NAGAUR,"260 53"" N",26.0,53.0,"740 35"" E",74.0,35.0,26.58888888888889,74.38888888888889,643.0,555.0,917.0,181.0,546.0,322.0,197.0,317.0,217.0,555.0,157.0,460.0,252.0,298.0,357.0,688.5,985.5,455.0,207.5,191.0,386.0,267.5,286.3,198.0,209.5,100.4,195.8,205.3,124.7,848.9,411.5,373.2,571.7,409.2,400.5,835.3,686.1,1096.5,475.8,424.5,397.0,856.0,605.0,226.0,494.0,591.0,,296.0,356.0,292.0,435.0,381.0,307.0,307.0,407.0,328.0,,
BALI,PALI,"250 11"" N",25.0,11.0,"730 17"" E",73.0,17.0,25.122222222222224,73.18888888888888,658.0,846.0,937.0,271.0,413.0,666.0,1130.0,443.0,416.0,632.0,268.0,536.0,355.0,547.0,490.0,686.0,605.0,515.0,745.0,592.0,936.0,346.0,1200.0,465.0,565.0,174.0,476.0,251.0,337.0,857.0,392.0,295.0,314.0,659.0,801.0,503.0,536.0,929.0,189.0,1705.0,498.0,539.0,507.0,205.0,339.0,849.0,,545.0,574.0,443.0,380.0,839.0,347.0,347.0,408.0,323.0,,
DESURI,PALI,"250 17"" N",25.0,17.0,"730 33"" E",73.0,33.0,25.18888888888889,73.36666666666666,846.0,753.0,646.0,426.0,385.0,639.0,1181.0,431.0,520.0,785.0,350.0,686.0,381.0,470.0,453.0,835.0,660.0,854.0,947.0,649.0,884.0,627.0,1132.0,537.0,815.0,192.0,462.0,191.0,480.0,826.0,465.0,345.0,386.0,687.0,816.0,897.0,611.0,877.0,299.0,1710.0,541.0,384.0,1024.0,239.0,426.0,1062.0,,647.0,607.0,287.0,443.0,989.0,362.0,362.0,461.0,601.0,,
JAITARAN,PALI,"260 12"" N",26.0,12.0,"730 57"" E",73.0,57.0,26.133333333333333,73.63333333333334,412.0,640.0,571.0,229.0,431.0,585.0,368.0,304.0,391.0,392.0,233.0,563.0,389.0,432.0,431.0,645.0,486.0,618.0,752.0,288.0,569.0,370.0,511.0,322.0,351.0,139.0,151.0,294.0,288.0,810.0,362.0,277.0,235.0,872.0,419.0,595.0,738.0,796.0,287.0,546.0,122.0,310.0,552.0,214.0,177.0,470.0,,447.0,375.0,201.0,261.0,387.0,193.0,193.0,414.0,347.0,,
KHARCHI( MARWAR J.),PALI,"250 40"" N",25.0,40.0,"730 35"" E",73.0,35.0,25.444444444444443,73.38888888888889,483.0,593.0,701.0,180.0,504.0,435.0,385.0,304.0,560.0,516.0,192.0,577.0,373.0,463.0,,1023.0,789.0,520.0,910.0,402.0,916.0,488.0,902.0,538.0,,216.0,402.0,212.0,300.0,570.0,480.0,239.0,520.0,952.0,505.0,748.0,559.0,829.0,177.0,849.0,180.0,292.0,828.0,241.0,254.0,800.0,,350.0,637.0,276.0,301.0,627.0,232.0,232.0,368.0,495.0,,
PALI,PALI,"250 47"" N",25.0,47.0,"730 20"" E",73.0,20.0,25.522222222222222,73.22222222222223,330.0,521.0,465.0,173.0,296.0,711.0,433.0,302.0,229.0,337.0,90.0,500.0,237.0,383.0,254.0,808.0,633.0,417.0,650.0,290.0,685.0,304.0,1022.0,287.0,427.0,126.0,253.0,300.0,268.0,380.0,324.0,169.0,260.0,943.0,434.0,495.0,359.0,775.0,171.0,674.0,237.0,,600.0,101.0,157.0,798.0,,488.0,463.0,350.0,285.0,388.0,261.0,261.0,266.0,364.0,,
RAIPUR,PALI,"260 03"" N",26.0,3.0,"740 02"" E",74.0,2.0,26.033333333333335,74.02222222222223,727.0,785.0,967.0,441.0,367.0,548.0,533.0,446.0,398.0,477.0,143.0,615.0,304.0,449.0,525.0,807.0,784.0,682.0,909.0,388.0,502.0,453.0,746.0,514.0,394.0,116.0,222.0,222.0,334.0,972.0,348.0,253.0,234.0,598.0,430.0,505.0,861.0,860.0,467.0,661.0,229.0,233.0,637.0,194.0,378.0,437.0,,430.0,570.0,257.0,426.0,517.0,274.0,274.0,362.0,379.0,,
SOJAT,PALI,"250 56"" N",25.0,56.0,"730 40"" E",73.0,40.0,25.622222222222224,73.44444444444444,520.0,548.0,640.0,172.0,428.0,584.0,430.0,305.0,321.0,397.0,77.0,440.0,327.0,406.0,362.0,828.0,486.0,438.0,878.0,285.0,797.0,442.0,451.0,404.0,346.0,147.0,222.0,237.0,230.0,522.0,270.0,192.0,175.0,602.0,364.0,504.0,559.0,769.0,256.0,516.0,225.0,315.0,654.0,109.0,235.0,527.0,,382.0,480.0,225.0,223.0,665.0,269.0,269.0,373.0,346.0,,
PRATAPGARH,PRATAPGARH,"240 03"" N",24.0,3.0,"740 47"" E",74.0,47.0,24.033333333333335,74.52222222222223,1347.0,1381.0,1005.0,981.0,799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARNOD ( HOSPITAL ),PRATAPGARH,"230 53"" N",23.0,53.0,"740 75"" E",74.0,75.0,23.58888888888889,74.83333333333333,1025.0,1205.0,895.0,1341.0,1050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHHOTISADRI,PRATAPGARH,"240 23"" N",24.0,23.0,"740 42"" E",74.0,42.0,24.255555555555556,74.46666666666667,969.0,1073.0,858.0,772.0,697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHARIAWAD,PRATAPGARH,"240 06"" N",24.0,6.0,"740 28"" E",74.0,28.0,24.066666666666666,74.31111111111112,894.0,1154.0,674.0,687.0,837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPAL KHUNT,PRATAPGARH,230 47' N,23.0,47.0,740 45' E,74.0,45.0,23.522222222222222,74.5,1090.0,1513.0,562.0,702.0,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMET,RAJSAMAND,"250 19"" N",25.0,19.0,"730 56"" E",73.0,56.0,25.211111111111112,73.62222222222222,552.0,669.0,650.0,336.0,492.0,700.0,789.0,564.0,436.0,423.0,264.0,691.0,279.0,365.0,690.0,570.0,415.0,630.0,684.7,369.0,566.0,390.0,,,,,469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHIM,RAJSAMAND,"250 45"" N",25.0,45.0,"740 05"" E",74.0,5.0,25.5,74.05555555555556,735.0,746.0,702.0,377.0,378.0,452.0,623.0,656.0,463.0,416.0,286.0,774.0,294.0,522.0,457.0,755.0,623.0,497.0,668.0,402.0,736.0,517.0,,,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEOGARH,RAJSAMAND,"250 34"" N",25.0,34.0,"730 58"" E",73.0,58.0,25.377777777777776,73.64444444444445,686.0,765.0,752.0,321.0,493.0,509.0,788.0,680.0,530.0,485.0,259.0,280.0,247.0,474.0,451.0,797.0,588.0,584.0,1017.0,375.0,746.0,545.0,,,,,381.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUMBHALGARH,RAJSAMAND,"250 10"" N",25.0,10.0,"730 34"" E",73.0,34.0,25.11111111111111,73.37777777777778,930.0,909.0,1077.0,401.0,503.0,788.0,926.0,822.0,373.0,455.0,455.0,455.0,455.0,459.0,654.0,786.0,413.0,1000.0,926.0,353.0,1019.0,621.0,,,,,807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATHDWARA,RAJSAMAND,"240 55"" N",24.0,55.0,"730 50"" E",73.0,50.0,24.61111111111111,73.55555555555556,548.0,783.0,955.0,595.0,345.0,591.0,774.0,1004.0,441.0,403.0,339.0,815.0,321.0,443.0,474.0,487.0,600.0,411.0,749.0,455.0,674.0,559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAILMAGRA,RAJSAMAND,"250 02"" N",25.0,2.0,"740 08"" E",74.0,8.0,25.022222222222222,74.08888888888889,516.0,872.0,703.0,471.0,478.0,636.0,915.0,889.0,603.0,519.0,249.0,533.0,310.0,484.0,580.0,645.0,808.0,448.0,619.0,253.0,510.0,445.0,,,,,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAJSAMAND,RAJSAMAND,"240 04"" N",24.0,4.0,"730 53"" E",73.0,53.0,24.044444444444444,73.58888888888889,599.0,522.0,1039.0,447.0,423.0,637.0,730.0,805.0,462.0,483.0,364.0,636.0,245.0,426.0,541.0,446.0,618.0,518.0,582.0,464.0,679.0,446.0,757.5,,,,442.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAMANWAS,SAWAI MADHOPUR,"260 30"" N",26.0,30.0,"760 35"" E",76.0,35.0,26.333333333333332,76.38888888888889,801.0,890.0,742.0,502.0,854.0,423.0,368.0,688.0,731.0,668.0,233.0,538.0,354.0,695.0,900.0,777.0,733.0,935.0,752.0,557.0,1015.0,574.8,641.5,345.0,717.2,444.5,475.9,737.5,508.7,935.7,884.9,1727.0,657.0,541.0,924.0,652.0,808.0,1072.0,657.0,721.0,588.0,927.0,466.0,324.0,598.0,885.0,,452.0,667.0,481.0,570.0,859.0,779.0,,746.0,735.0,,
BONLI,SAWAI MADHOPUR,"260 20"" N",26.0,20.0,"760 14"" E",76.0,14.0,26.22222222222222,76.15555555555555,590.0,664.0,594.0,366.0,524.0,308.0,312.0,445.0,393.0,479.0,97.0,477.0,238.0,447.0,724.0,678.0,809.0,793.0,781.0,354.0,719.0,294.0,404.0,417.0,763.0,380.0,854.0,870.0,333.0,1493.8,1008.4,1360.0,888.0,472.0,677.0,1086.0,608.0,856.0,879.0,815.0,379.0,1266.0,471.0,264.0,565.0,706.0,,262.0,787.0,650.0,521.0,854.0,660.0,,,,,
GANGAPUR CITY,SAWAI MADHOPUR,"260 29"" N",26.0,29.0,"760 44"" E",76.0,44.0,26.322222222222223,76.4888888888889,788.0,797.0,798.0,663.0,806.0,506.0,472.0,717.0,708.5,936.0,243.0,553.0,473.0,787.0,925.0,665.0,848.0,1169.0,588.5,436.0,1049.8,476.0,449.0,205.8,592.3,336.3,426.0,526.0,380.0,1227.0,711.2,1134.0,854.0,543.0,920.0,789.0,638.0,1053.0,624.0,692.0,766.0,969.0,542.0,498.0,568.0,696.0,,380.0,798.0,539.0,723.0,967.0,699.0,,1162.0,674.0,,
KHANDAR,SAWAI MADHOPUR,"260 01"" N",26.0,1.0,"760 37"" E",76.0,37.0,26.011111111111113,76.41111111111111,690.0,759.0,789.0,690.0,782.0,581.0,547.0,1082.0,589.0,490.0,288.0,678.0,332.0,613.0,924.5,842.0,927.0,918.0,950.0,505.0,738.0,533.0,550.0,237.0,643.0,463.0,659.0,597.0,390.0,1197.4,505.0,482.0,640.0,592.0,843.0,933.0,801.0,1115.0,902.0,714.0,487.0,903.0,652.0,350.0,806.0,746.0,,369.0,774.0,818.0,618.0,1253.0,761.0,,1196.0,774.0,,
SAWAI MADHOPUR,SAWAI MADHOPUR,"250 59"" N",25.0,59.0,"760 22"" E",76.0,22.0,25.655555555555555,76.24444444444444,703.0,946.0,1125.0,426.0,962.0,1120.0,861.0,1021.0,985.0,888.0,334.0,978.0,482.0,675.0,917.0,845.0,802.0,1086.0,1130.0,713.0,807.0,773.0,664.0,463.0,716.0,430.0,678.0,560.0,295.0,642.0,657.0,691.0,572.0,807.0,750.0,1074.0,799.0,1170.0,832.0,969.0,572.0,1244.0,687.0,355.0,849.0,856.0,,318.0,951.0,746.0,662.0,1056.0,693.0,,987.0,1301.0,,
CHOTH KA BRWADA ,SAWAI MADHOPUR,0,,,0,,,,,714.0,884.0,880.0,437.0,591.0,759.0,600.0,987.0,614.0,679.5,260.8,697.8,460.0,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALARANA DUNGAR,SAWAI MADHOPUR,0,,,0,,,,,622.0,805.0,884.0,304.0,650.0,405.0,344.0,759.0,621.0,463.0,221.0,717.0,324.0,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANTA RAMGARH,SIKAR,"270 15"" N",27.0,15.0,"750 12"" E",75.0,12.0,27.166666666666668,75.13333333333334,676.0,467.0,572.0,230.0,469.0,445.0,455.5,280.0,253.0,451.0,248.0,554.0,327.0,279.0,567.0,909.0,786.0,794.0,517.0,362.8,604.3,310.0,341.0,409.0,410.8,233.0,462.3,476.0,218.0,684.0,404.0,474.0,469.0,281.0,630.0,613.0,416.0,886.0,647.0,507.0,129.0,676.0,494.0,148.0,448.0,609.0,,274.0,659.0,378.0,502.0,396.0,330.0,330.0,613.0,530.0,,
FATEHPUR,SIKAR,"270 59"" N",27.0,59.0,"740 58"" E",74.0,58.0,27.655555555555555,74.64444444444445,493.0,577.0,673.0,162.0,611.0,423.0,252.0,396.0,203.0,500.0,324.0,609.0,413.0,199.0,442.0,564.0,594.0,377.0,346.0,255.0,401.0,238.0,265.0,112.0,544.0,294.0,438.0,209.0,214.0,494.0,402.0,294.0,327.0,162.0,983.0,848.0,669.0,605.0,304.0,333.0,110.0,320.0,764.0,188.0,324.0,348.0,,187.0,801.0,422.0,399.0,460.0,261.0,261.0,605.0,380.0,,
LAXMANGARH,SIKAR,"270 49"" N",27.0,49.0,"750 02"" E",75.0,2.0,27.544444444444444,75.02222222222223,841.0,559.0,647.0,336.0,655.0,373.0,277.0,332.0,386.0,501.0,124.0,293.0,228.0,346.0,548.0,608.0,567.0,611.0,525.0,414.0,486.0,285.0,402.0,258.0,562.0,247.5,274.0,362.0,208.0,531.0,377.0,422.0,300.0,170.0,781.0,942.0,648.0,551.0,411.0,228.0,198.0,489.0,778.0,223.0,726.0,115.0,,313.0,748.0,580.0,512.0,533.0,379.0,379.0,353.0,493.0,,
NEEM KA THANA,SIKAR,"270 44"" N",27.0,44.0,"750 47"" E",75.0,47.0,27.488888888888887,75.52222222222223,734.0,,1229.0,183.0,713.0,520.0,455.0,725.0,446.0,555.0,197.0,350.0,290.0,304.0,234.0,408.0,895.0,694.0,570.0,545.0,607.0,251.0,352.0,299.5,687.2,81.5,523.0,448.0,418.5,620.0,423.0,450.0,413.0,353.0,727.0,1024.0,707.0,746.0,620.0,577.0,395.0,682.0,602.0,235.0,482.0,385.0,,260.0,672.0,491.0,507.0,451.0,390.0,390.0,397.0,769.0,,
RAMGARH,SIKAR,"270 15"" N",27.0,15.0,"750 10"" E",75.0,10.0,27.166666666666668,75.11111111111111,576.0,,950.0,124.0,692.0,446.0,237.0,404.0,218.0,282.0,205.0,343.0,212.0,183.0,382.0,497.0,323.0,370.0,400.0,516.0,333.0,159.0,186.9,113.8,389.0,194.0,186.0,202.0,215.0,676.0,243.0,240.0,485.0,175.0,670.0,559.0,467.0,574.0,209.0,192.0,85.0,528.0,646.0,190.0,223.0,175.0,,,,,49.0,539.0,230.0,230.0,415.0,477.0,,
SIKAR,SIKAR,"270 37"" N",27.0,37.0,"750 09"" E",75.0,9.0,27.41111111111111,75.1,810.0,,896.0,304.0,565.0,230.0,456.0,468.0,205.0,584.0,152.0,657.0,198.0,415.0,674.0,671.0,970.0,761.0,461.0,296.0,464.0,344.0,444.0,254.0,596.0,277.0,372.0,370.0,301.6,717.0,585.0,740.0,519.0,308.0,856.0,1093.0,639.0,903.0,622.0,422.0,259.0,575.0,560.0,321.0,541.0,164.0,,219.0,700.0,384.0,515.0,378.0,380.0,380.0,338.0,637.0,,
SRIMADHOPUR,SIKAR,"270 28"" N",27.0,28.0,"750 36"" E",75.0,36.0,27.31111111111111,75.4,412.0,,812.0,94.0,622.0,211.3,444.0,487.0,299.0,466.0,126.0,401.0,278.0,265.0,639.0,616.0,1185.0,744.0,448.0,447.0,527.0,363.0,487.0,508.0,455.0,,413.0,503.0,448.0,847.0,587.0,496.0,475.0,316.0,775.0,841.0,387.0,736.0,637.0,635.0,322.0,515.0,527.0,200.0,208.0,650.0,,251.0,705.0,417.0,532.0,430.0,617.0,617.0,545.0,368.0,,
ABU ROAD,SIROHI,"240 29"" N",24.0,29.0,"720 48"" E",72.0,48.0,24.322222222222223,72.53333333333333,637.0,1016.0,775.0,451.0,686.0,1012.2,1286.0,682.6,522.0,950.0,216.0,584.0,325.6,546.3,501.4,754.0,517.0,,1389.6,488.0,1030.0,374.1,1180.7,464.1,735.0,219.0,257.0,504.0,653.1,911.6,466.0,545.0,605.0,665.0,694.0,1232.0,1185.0,943.0,222.0,1650.0,464.0,548.0,772.0,160.0,577.0,634.0,634.0,406.0,246.0,284.0,384.0,1208.0,547.0,547.0,573.0,438.0,,
PINDWARA,SIROHI,"240 47"" N",24.0,47.0,"730 03"" E",73.0,3.0,24.522222222222222,73.03333333333333,680.6,1335.6,929.7,521.3,316.9,684.0,1849.0,1161.0,523.0,745.0,298.0,531.0,516.0,338.0,600.0,962.0,710.0,,1194.8,613.0,1249.0,517.0,1351.0,653.0,545.0,54.0,483.0,511.1,585.0,805.0,618.6,361.0,561.0,617.0,669.0,811.0,650.0,778.0,282.0,2115.0,418.0,534.0,985.0,145.0,604.0,1032.0,1032.0,480.0,788.0,535.0,518.0,921.0,614.0,614.0,653.0,457.0,,
REODHAR,SIROHI,"240 38"" N",24.0,38.0,"720 32"" E",72.0,32.0,24.42222222222222,72.35555555555555,538.0,737.0,890.0,336.0,451.0,490.4,1322.0,573.0,588.0,829.0,243.0,756.0,342.0,228.0,739.0,813.0,400.0,,1366.0,539.0,1279.0,278.0,1467.5,519.0,539.0,229.2,262.0,410.7,635.0,711.8,419.2,544.0,522.0,539.0,691.0,955.0,1360.0,1272.0,229.0,1496.0,412.0,378.0,821.0,135.0,268.0,660.0,660.0,552.0,640.0,527.0,471.0,865.0,437.0,437.0,387.0,470.0,,
SHEOGANJ,SIROHI,"250 07"" N",25.0,7.0,"730 04"" E",73.0,4.0,25.07777777777778,73.04444444444445,437.4,568.2,618.3,275.8,254.8,635.5,965.0,289.8,296.0,581.0,236.0,647.4,477.4,278.4,452.2,645.2,743.6,,704.2,578.0,943.4,339.0,,403.5,436.5,190.9,509.0,293.3,341.9,867.6,426.5,303.0,215.0,728.0,676.0,489.0,712.0,875.0,239.0,1689.0,424.0,438.0,681.0,106.0,304.0,767.0,767.0,621.0,683.0,384.0,444.0,887.0,427.0,427.0,481.0,352.0,,
SIROHI,SIROHI,"240 53"" N",24.0,53.0,"720 52"" E",72.0,52.0,24.58888888888889,72.57777777777778,783.0,751.4,801.3,395.8,298.3,1418.2,1234.4,818.3,386.0,760.0,196.0,570.6,362.8,342.0,504.8,835.0,469.4,,719.0,542.2,931.8,206.8,1414.6,455.0,333.0,592.5,310.8,283.0,425.0,788.0,366.0,350.0,443.0,603.0,724.0,806.0,1127.0,977.0,354.0,1577.0,463.0,712.0,887.0,204.0,325.0,1129.0,1129.0,529.0,828.0,368.0,586.0,965.0,477.0,477.0,444.0,420.0,,
MOUNT ABU,SIROHI,"24036"" N",24.0,36.0,"720 43"" E",72.0,43.0,24.4,72.47777777777777,1357.0,2077.0,1671.8,642.3,1028.7,,2521.7,1398.4,1381.1,1666.4,433.3,1366.6,1050.9,632.8,1139.3,2188.0,1618.4,,3225.0,1343.6,2858.8,1377.4,3043.0,1094.6,1831.5,,989.3,1084.5,1742.6,1535.6,1216.2,1420.0,983.0,1401.0,1962.0,2848.0,2664.0,,376.0,3245.0,1013.0,997.0,2099.0,377.0,1096.0,1198.0,1198.0,1235.0,2070.0,1240.0,1229.0,2879.0,1381.0,1381.0,1568.0,1160.0,,
ANUPGARH,GANGANAGAR,"290 12"" N",29.0,12.0,"730 14"" E",73.0,14.0,29.133333333333333,73.15555555555555,253.0,223.0,272.0,210.0,256.0,190.0,294.0,180.0,61.0,217.0,115.0,250.0,202.0,122.0,256.0,366.0,148.0,216.0,87.0,130.5,272.0,78.0,159.0,249.0,270.0,170.0,148.0,279.0,255.0,398.0,252.0,277.0,100.0,384.0,258.0,170.0,426.0,280.5,237.5,284.0,123.0,52.0,205.2,89.6,125.1,360.6,,148.0,408.5,204.9,182.3,174.3,130.1,130.1,136.9,86.1,,
GANGANAGAR,GANGANAGAR,"290 55"" N",29.0,55.0,"730 53"" E",73.0,53.0,29.61111111111111,73.58888888888889,287.0,453.0,366.0,297.0,292.0,479.0,233.0,191.0,138.0,419.5,98.0,305.0,99.0,253.0,284.5,,261.0,273.0,341.2,223.0,354.0,230.0,266.0,228.0,214.5,178.0,216.0,387.0,450.5,666.0,294.0,261.1,194.3,160.4,333.4,403.3,658.7,234.0,109.0,205.0,242.6,120.9,223.4,103.4,78.6,359.3,,105.0,324.9,250.4,89.8,242.9,215.6,215.6,237.3,109.4,,
KARANPUR,GANGANAGAR,"290 35"" N",29.0,35.0,"740 19"" E",74.0,19.0,29.38888888888889,74.21111111111111,227.0,389.0,313.0,188.0,234.0,326.0,245.0,105.0,151.0,205.0,73.0,248.0,182.0,85.0,128.0,461.0,172.0,262.0,321.0,300.0,427.0,84.0,191.5,164.0,197.5,156.85,151.0,116.5,263.5,256.0,449.0,179.5,274.0,303.8,414.3,237.6,668.9,317.6,151.0,294.3,204.0,84.0,160.4,103.2,91.3,253.7,,122.4,178.8,118.4,232.9,245.3,214.6,214.6,228.2,194.2,,
PADAMPUR,GANGANAGAR,"290 41"" N",29.0,41.0,"730 37"" E",73.0,37.0,29.455555555555556,73.41111111111111,257.0,511.0,480.0,190.0,431.0,628.0,213.0,156.0,159.0,196.0,50.0,245.0,76.0,131.0,207.0,561.0,380.0,330.0,210.0,206.0,502.0,77.0,258.0,255.0,155.0,148.0,194.5,209.0,280.0,269.0,334.0,168.0,276.4,139.8,502.0,375.0,538.0,504.0,291.0,168.5,323.5,135.4,113.0,139.0,113.0,371.0,,204.7,427.7,218.0,112.3,289.3,228.7,228.7,339.6,75.2,,
RAISINGH NAGAR,GANGANAGAR,"290 32"" N",29.0,32.0,"730 27"" E",73.0,27.0,29.355555555555554,73.3,307.0,434.0,336.0,125.0,227.0,151.0,77.0,132.0,44.0,208.0,86.0,163.0,60.0,87.0,100.0,267.0,372.0,301.0,224.0,182.0,346.0,59.0,128.0,178.0,144.0,219.0,340.0,219.0,265.0,259.0,364.0,295.1,198.0,162.7,419.0,252.0,354.0,359.0,101.0,325.0,229.0,141.0,116.0,88.0,209.0,280.0,,128.0,135.0,36.8,103.0,146.1,259.3,259.3,215.2,200.4,,
SURATGARH,GANGANAGAR,"290 19"" N",29.0,19.0,"730 45"" E",73.0,45.0,29.211111111111112,73.5,166.0,244.0,434.0,177.0,351.0,242.0,176.0,199.0,208.0,201.0,68.0,331.0,138.0,93.5,173.0,,243.0,278.0,212.0,159.2,423.0,64.0,161.0,23.0,258.0,255.9,175.0,317.0,148.0,473.5,397.1,227.5,209.6,80.4,358.0,295.0,512.8,225.4,199.0,219.8,231.0,134.4,183.1,98.4,67.6,238.0,,195.0,246.6,83.9,28.4,55.8,179.5,179.5,86.4,152.3,,
